Safe(1995 film)	512245	1995-01-25	https://en.wikipedia.org/wiki/Safe_(1995_film)
Mrs. Parker and the Vicious Circle	2144667	1994-09-07	https://en.wikipedia.org/wiki/Mrs._Parker_and_the_Vicious_Circle
Bad Girls(1994 film)	15240435	1994-04-22	https://en.wikipedia.org/wiki/Bad_Girls_(1994_film)
Guncrazy	114516	1992-05-14	https://en.wikipedia.org/wiki/Guncrazy
Singles(1992 film)	18500000.0	1992-09-18	https://en.wikipedia.org/wiki/Singles_(1992_film)
The Rapture(1991 film)	1300000.0	1991-09-06	https://en.wikipedia.org/wiki/The_Rapture_(1991_film)
Born on the Fourth of July(film)	161000000.0	1989-12-20	https://en.wikipedia.org/wiki/Born_on_the_Fourth_of_July_(film)
Drugstore Cowboy	4700000.0	1989-10-06	https://en.wikipedia.org/wiki/Drugstore_Cowboy
Phantasm II	7300000.0	1988-07-08	https://en.wikipedia.org/wiki/Phantasm_II
Batteries Not Included	65100000.0	1987-12-18	https://en.wikipedia.org/wiki/*batteries_not_included
Near Dark	3400000.0	1987-10-02	https://en.wikipedia.org/wiki/Near_Dark
Solarbabies	1600000.0	1986-11-26	https://en.wikipedia.org/wiki/Solarbabies
Dallas Buyers Club	55200000.0	2013-09-07	https://en.wikipedia.org/wiki/Dallas_Buyers_Club
Chapter 27	187488	2007-01-25	https://en.wikipedia.org/wiki/Chapter_27
Lonely Hearts(2006 film)	2519154	2006-10-21	https://en.wikipedia.org/wiki/Lonely_Hearts_(2006_film)
Alexander(2004 film)	167300000.0	2004-11-16	https://en.wikipedia.org/wiki/Alexander_(2004_film)
Panic Room	196400000.0	2002-03-29	https://en.wikipedia.org/wiki/Panic_Room
Requiem for a Dream	7400000.0	2000-05-14	https://en.wikipedia.org/wiki/Requiem_for_a_Dream
Girl, Interrupted(film)	48300000.0	1999-12-08	https://en.wikipedia.org/wiki/Girl,_Interrupted_(film)
Fight Club	100900000.0	1999-09-10	https://en.wikipedia.org/wiki/Fight_Club
The Thin Red Line(1998 film)	98100000.0	1998-12-25	https://en.wikipedia.org/wiki/The_Thin_Red_Line_(1998_film)
Suburbicon	10200000.0	2017-09-02	https://en.wikipedia.org/wiki/Suburbicon
Money Monster	93300000.0	2016-05-12	https://en.wikipedia.org/wiki/Money_Monster
Hail, Caesar!	63600000.0	2016-02-01	https://en.wikipedia.org/wiki/Hail,_Caesar!
Tomorrowland(film)	209200000.0	2015-05-09	https://en.wikipedia.org/wiki/Tomorrowland_(film)
The Monuments Men	155000000.0	2014-02-07	https://en.wikipedia.org/wiki/The_Monuments_Men
Gravity(2013 film)	723200000.0	2013-08-28	https://en.wikipedia.org/wiki/Gravity_(2013_film)
The Descendants	177200000.0	2011-09-10	https://en.wikipedia.org/wiki/The_Descendants
The American(2010 film)	67900000.0	2010-09-01	https://en.wikipedia.org/wiki/The_American_(2010_film)
Up in the Air(2009 film)	166800000.0	2009-09-05	https://en.wikipedia.org/wiki/Up_in_the_Air_(2009_film)
Burn After Reading	163700000.0	2008-08-27	https://en.wikipedia.org/wiki/Burn_After_Reading
Leatherheads	41299492	2008-04-04	https://en.wikipedia.org/wiki/Leatherheads
Ocean's Thirteen	311300000.0	2007-05-24	https://en.wikipedia.org/wiki/Ocean%27s_Thirteen
Misconduct(film)	2100000.0	2016-02-05	https://en.wikipedia.org/wiki/Misconduct_(film)
Danny Collins(film)	10800000.0	2015-03-20	https://en.wikipedia.org/wiki/Danny_Collins_(film)
Manglehorn	132075	2014-08-30	https://en.wikipedia.org/wiki/Manglehorn
Stand Up Guys	5072654	2012-10-12	https://en.wikipedia.org/wiki/Stand_Up_Guys
Jack and Jill(2011 film)	149700000.0	2011-11-11	https://en.wikipedia.org/wiki/Jack_and_Jill_(2011_film)
The Son of No One	1100000.0	2011-01-28	https://en.wikipedia.org/wiki/The_Son_of_No_One
Righteous Kill	78460699	2008-09-12	https://en.wikipedia.org/wiki/Righteous_Kill
88 Minutes	32593385	2007-03-02	https://en.wikipedia.org/wiki/88_Minutes
Two for the Money(film)	30500000.0	2005-10-07	https://en.wikipedia.org/wiki/Two_for_the_Money_(film)
The Merchant of Venice(2004 film)	21417725	2004-12-03	https://en.wikipedia.org/wiki/The_Merchant_of_Venice_(2004_film)
Gigli	7300000.0	2003-08-01	https://en.wikipedia.org/wiki/Gigli
Ice Age: Collision Course	408600000.0	2016-06-19	https://en.wikipedia.org/wiki/Ice_Age:_Collision_Course
Lila &amp; Eve	38263	2015-01-30	https://en.wikipedia.org/wiki/Lila_%26_Eve
Home(2015 film)	386000000.0	2015-03-07	https://en.wikipedia.org/wiki/Home_(2015_film)
The Boy Next Door(film)	52400000.0	2015-01-23	https://en.wikipedia.org/wiki/The_Boy_Next_Door_(film)
Parker(2013 film)	46200000.0	2013-01-24	https://en.wikipedia.org/wiki/Parker_(2013_film)
Ice Age: Continental Drift	877000000.0	2012-07-13	https://en.wikipedia.org/wiki/Ice_Age:_Continental_Drift
What to Expect When You're Expecting(film)	84400000.0	2012-05-18	https://en.wikipedia.org/wiki/What_to_Expect_When_You%27re_Expecting_(film)
The Back-up Plan	77500000.0	2010-04-23	https://en.wikipedia.org/wiki/The_Back-up_Plan
El Cantante	24521532	2006-09-12	https://en.wikipedia.org/wiki/El_Cantante
An Unfinished Life	18600000.0	2005-08-19	https://en.wikipedia.org/wiki/An_Unfinished_Life
Monster-in-Law	154749918	2005-05-13	https://en.wikipedia.org/wiki/Monster-in-Law
Shall We Dance?(2004 film)	170100000.0	2004-10-15	https://en.wikipedia.org/wiki/Shall_We_Dance%3F_(2004_film)
Jersey Girl(2004 film)	36100000.0	2004-03-09	https://en.wikipedia.org/wiki/Jersey_Girl_(2004_film)
Maid in Manhattan	154900000.0	2002-12-13	https://en.wikipedia.org/wiki/Maid_in_Manhattan
Enough(film)	51801187	2002-05-24	https://en.wikipedia.org/wiki/Enough_(film)
Angel Eyes(film)	29715606	2001-05-18	https://en.wikipedia.org/wiki/Angel_Eyes_(film)
The Wedding Planner	94728529	2001-01-26	https://en.wikipedia.org/wiki/The_Wedding_Planner
